Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.2375545501709,24.705324183736966,23.798604229403885,24.69423892192084,212818400
2015-01-05,23.554738998413086,24.0867993234754,23.368518814896508,24.006990190147395,257142000
2015-01-06,23.556955337524414,23.816334163580667,23.195596863475707,23.619028729260297,263188400
2015-01-07,23.88727569580078,23.987036263456744,23.654498782772745,23.76534460966741,160423600
2015-01-08,24.80508041381836,24.862720720656704,24.097883456887466,24.215381460812253,237458000
2015-01-09,24.831682205200195,25.106579377783078,24.43263655840806,24.97799781477527,214798000
2015-01-12,24.219810485839844,24.969127583509795,24.120049929266553,24.96247710525463,198603200
2015-01-13,24.434860229492188,25.006825239793912,24.144444634403246,24.703106992143734,268367600
2015-01-14,24.341745376586914,24.494711474568152,24.05354553692245,24.173259238412005,195826400
2015-01-15,23.68109893798828,24.39937931797329,23.645629158066633,24.386078361924277,240056000
2015-01-16,23.497106552124023,23.84959729078428,23.321969878262774,23.72766615981325,314053200
2015-01-20,24.102319717407227,24.157742637400762,23.610163917244932,23.907229956551088,199599600
2015-01-21,24.286325454711914,24.62107869073436,24.00255866913812,24.153309086853763,194303600
2015-01-22,24.918148040771484,24.93366639250422,24.324014202274096,24.443727926229556,215185600
2015-01-23,25.046730041503906,25.217431913328245,24.725276048443966,24.895979611641817,185859200
2015-01-26,25.073326110839844,25.35265807271684,25.006819628451208,25.215208636250004,222460000
2015-01-27,24.1954288482666,24.935879909246182,24.171042629136025,24.922577258846545,382274800
2015-01-28,25.56326675415039,26.186221517154262,25.56326675415039,26.077591377548313,585908400
2015-01-29,26.359142303466797,26.423433096590607,25.618691178673068,25.787177336812245,337745600
2015-01-30,25.973398208618164,26.603001772030364,25.904672637239905,26.248295420011285,334982000
2015-02-02,26.299278259277344,26.418991946089463,25.73396560037746,26.170698395403257,250956400
2015-02-03,26.3037166595459,26.40125984300976,26.07315712262307,26.270462571181156,207662800
2015-02-04,26.505451202392578,26.716059269378018,26.22833666007458,26.270458611746253,280598800
2015-02-05,26.694637298583984,26.75918181333036,26.541065808392663,26.712441335234317,168984800
2015-02-06,26.469846725463867,26.763634579747894,26.363014006611284,26.71244351282826,174826400
2015-02-09,26.645671844482422,26.67237874794815,26.358560745887814,26.385269347401834,155559200
2015-02-10,27.157573699951172,27.186508442480807,26.743601417936667,26.745825861171046,248034000
2015-02-11,27.794118881225586,27.803021749787224,27.264410937172286,27.32450317740265,294247200
2015-02-12,28.145771026611328,28.372789901407252,27.947686895532566,28.056744050182502,297898000
2015-02-13,28.283763885498047,28.328276526199947,27.96549358013913,28.328276526199947,217088800
2015-02-17,28.450693130493164,28.684388774580885,28.248156679210652,28.37501959221719,252609600
2015-02-18,28.64877700805664,28.662130462538304,28.36611643583812,28.406178497331744,179566800
2015-02-19,28.588682174682617,28.717771224139252,28.56197526655268,28.595358901715098,149449600
2015-02-20,28.82238006591797,28.82238006591797,28.49965911505575,28.626520334703407,195793600
2015-02-23,29.601364135742188,29.601364135742188,28.857992347697483,28.938116476690762,283896400
2015-02-24,29.416624069213867,29.734896040236197,29.194057492254306,29.588001284379736,276912400
2015-02-25,28.664348602294922,29.2897635504534,28.52190612565482,29.2808589853591,298846800
2015-02-26,29.02713394165039,29.12728822683171,28.179155786433736,28.66434931718159,365150000
2015-02-27,28.590904235839844,29.060519853426552,28.541939316766616,28.93365527325596,248059200
2015-03-02,28.731121063232422,28.995975855853946,28.555294946670976,28.76673253365645,192386800
2015-03-03,28.791210174560547,28.826821639022164,28.508549694052736,28.702184909502673,151265200
2015-03-04,28.60870933532715,28.835728218754888,28.55974780762392,28.733349484334305,126665200
2015-03-05,28.1346492767334,28.655454390000926,27.989980623698415,28.617618469406004,226068400
2015-03-06,28.176931381225586,28.793440119603353,28.10125955185688,28.577550244683298,291368400
2015-03-09,28.297117233276367,28.83795583428651,27.834178300278573,28.479621776355522,354114000
2015-03-10,27.71177101135254,28.31492636258057,27.553748911042486,28.13464793933434,275426400
2015-03-11,27.206541061401367,27.769634295016655,27.177608014323546,27.765183710100228,275756000
2015-03-12,27.698413848876953,27.79856984189361,27.070776078556776,27.2221214408066,193450800
2015-03-13,27.507003784179688,27.909850462961522,27.282212752989896,27.687283875056004,207309200
2015-03-16,27.80970001220703,27.80970001220703,27.346762707780687,27.57155378369179,143497200
2015-03-17,28.274858474731445,28.3371768453286,27.96549106494682,28.021132709844032,204092400
2015-03-18,28.59313201904297,28.74670351988461,28.125742488103533,28.26595883797083,261083600
2015-03-19,28.37723731994629,28.766728812573003,28.354981002834393,28.655445528965373,183238000
2015-03-20,28.021137237548828,28.577552078379163,27.85643841749427,28.544168444485248,274780400
2015-03-23,28.312698364257812,28.455140859366967,28.15912685938606,28.292668184343317,150838800
2015-03-24,28.196958541870117,28.49742136566921,28.16802380179384,28.31714469021863,131369200
2015-03-25,27.46026611328125,28.225895749966426,27.46026611328125,28.16357737452431,206620800
2015-03-26,27.651670455932617,27.794112926303246,27.286661413351865,27.32227287996862,190291600
2015-03-27,27.431339263916016,27.754060223095525,27.35566741894103,27.725127170260752,158184800
2015-03-30,28.12574577331543,28.132422500558253,27.598262246500134,27.609391257270598,188398800
2015-03-31,27.693960189819336,28.15244681072186,27.6783805968192,28.06341983727182,168362400
2015-04-01,27.65390396118164,27.847537541865293,27.39795199537184,27.78076687320234,162485600
2015-04-02,27.892053604125977,27.94546912676751,27.640553891058623,27.827509069328407,128880400
2015-04-06,28.34385871887207,28.379470193137237,27.671708273578293,27.702867464536038,148776000
2015-04-07,28.04561424255371,28.515228147761338,28.038937517074427,28.40839714399641,140049200
2015-04-08,27.95437240600586,28.132426414815317,27.8141560202514,28.010014071502706,149316800
2015-04-09,28.168033599853516,28.172485883590006,27.74515833951772,28.010011488182474,129936000
2015-04-10,28.288217544555664,28.312700009016844,27.878695771838775,28.032265587583318,160752000
2015-04-13,28.23257064819336,28.615387139797868,28.17915514385127,28.5708711064243,145460400
2015-04-14,28.110164642333984,28.330505119560385,28.02336379681908,28.265960596322643,102098400
2015-04-15,28.216997146606445,28.294895127681393,28.045621588241563,28.134648580062343,115881600
2015-04-16,28.08123207092285,28.288219110430457,28.067878616131612,28.105714536739242,113476000
2015-04-17,27.765186309814453,28.07455378094966,27.70064178516809,27.94324028801466,207828000
2015-04-20,28.399497985839844,28.515231871372787,27.858661076767103,27.947688056895437,188217200
2015-04-21,28.24593162536621,28.533041081720025,28.192514411955095,28.51078645653832,129740400
2015-04-22,28.626516342163086,28.68215799476166,28.1146141570853,28.26373337851784,150618000
2015-04-23,28.860214233398438,29.027139204330012,28.519687564385798,28.555299039914537,183083600
2015-04-24,28.9959716796875,29.073871335508418,28.762276108321,29.042712152399304,178103600
2015-04-27,29.523452758789062,29.630287152536695,29.18960291954412,29.447780943623293,387816800
2015-04-28,29.05829429626465,29.944108399445852,28.837955539227018,29.926306060290624,475696000
2015-04-29,28.630971908569336,29.28754280530617,28.555300067420788,28.96927414607103,253544400
2015-04-30,27.85421371459961,28.630970767541644,27.727350805104503,28.630970767541644,332781600
2015-05-01,28.699962615966797,28.962592971997786,27.88759587803151,28.065648140599507,234050400
2015-05-04,28.644315719604492,29.060517497992652,28.546385889395516,28.82236964761207,203953200
2015-05-05,27.998876571655273,28.588676652922196,27.99442428912783,28.52190599939661,197085600
2015-05-06,27.823057174682617,28.21032266720479,27.455821865440612,28.16803446065941,288564000
2015-05-07,27.995141983032227,28.178408847882512,27.718005393148463,27.885627588016693,175763600
2015-05-08,28.522594451904297,28.522594451904297,28.185114608413503,28.31250741348548,222201600
2015-05-11,28.2320499420166,28.50918485099784,28.077836963604977,28.471190892738576,168143200
2015-05-12,28.131473541259766,28.357203525576022,27.896801797204617,28.071128599009672,192640000
2015-05-13,28.16276741027832,28.42649309534573,28.131478066722977,28.194056753833664,138776800
2015-05-14,28.819847106933594,28.819847106933594,28.41979023179081,28.47566430660467,180814000
2015-05-15,28.779619216918945,28.940536824125893,28.654461835820847,28.846668788302317,152832000
2015-05-18,29.09697723388672,29.21542997316007,28.68797868854808,28.692449568411824,203531600
2015-05-19,29.070167541503906,29.251199012332037,28.9740623520041,29.2087341665263,178532800
2015-05-20,29.067928314208984,29.273544501554046,28.907010704933214,29.054519081816487,145819600
2015-05-21,29.36518096923828,29.418821313047655,29.016527260185256,29.07016760399463,158921600
2015-05-22,29.62220001220703,29.718305200753246,29.367414350183818,29.412116341293565,182384000
2015-05-26,28.96958351135254,29.704888100810432,28.857835383738582,29.635604807334932,282790400
2015-05-27,29.510446548461914,29.559616001614543,29.065691145330188,29.130503564331832,183332800
2015-05-28,29.452348709106445,29.490342679345225,29.300372828151332,29.470228826327695,122933200
2015-05-29,29.117094039916992,29.37858426889238,29.03216436527658,29.329414816235555,203538000
2015-06-01,29.17520523071289,29.36517844806299,29.06569422731027,29.117097420954007,128451200
2015-06-02,29.04557228088379,29.202018963757013,28.90253482650228,29.023221293209648,134670400
2015-06-03,29.081336975097656,29.264605574947947,29.032167517102838,29.20202688482415,123934000
2015-06-04,28.911466598510742,29.184132216755014,28.810893997419594,28.960636031983064,153800400
2015-06-05,28.752792358398438,28.98523037753398,28.687979943807765,28.942765542675627,142507200
2015-06-08,28.562824249267578,28.877954811317277,28.34603259256239,28.808668102346388,210699200
2015-06-09,28.47789764404297,28.62540601795868,28.075605334088277,28.316980038004523,224301600
2015-06-10,28.804201126098633,28.90700750324305,28.573998529628415,28.589643200734034,156349200
2015-06-11,28.739389419555664,29.094747730712573,28.714804689270927,28.871251422772424,141563600
