Date,Close
Ticker,AAPL
Date,AAPL
2015-01-02,24.237550735473633
2015-01-05,23.554737091064453
2015-01-06,23.55695915222168
2015-01-07,23.88727378845215
2015-01-08,24.805078506469727
2015-01-09,24.83168601989746
2015-01-12,24.21982192993164
2015-01-13,24.434858322143555
2015-01-14,24.341747283935547
2015-01-15,23.681106567382812
2015-01-16,23.497095108032227
2015-01-20,24.102312088012695
2015-01-21,24.28632164001465
2015-01-22,24.91814422607422
2015-01-23,25.04672622680664
2015-01-26,25.07332992553711
2015-01-27,24.1954345703125
2015-01-28,25.563268661499023
2015-01-29,26.3591365814209
2015-01-30,25.973400115966797
2015-02-02,26.299285888671875
2015-02-03,26.30371856689453
2015-02-04,26.505455017089844
2015-02-05,26.694637298583984
2015-02-06,26.469846725463867
2015-02-09,26.645671844482422
2015-02-10,27.157581329345703
2015-02-11,27.79411506652832
2015-02-12,28.145769119262695
2015-02-13,28.283761978149414
2015-02-17,28.45069122314453
2015-02-18,28.648773193359375
2015-02-19,28.588680267333984
2015-02-20,28.822372436523438
2015-02-23,29.601354598999023
2015-02-24,29.416629791259766
2015-02-25,28.664344787597656
2015-02-26,29.027137756347656
2015-02-27,28.590911865234375
2015-03-02,28.731122970581055
2015-03-03,28.79121971130371
2015-03-04,28.608713150024414
2015-03-05,28.134647369384766
2015-03-06,28.176931381225586
2015-03-09,28.297115325927734
2015-03-10,27.711767196655273
2015-03-11,27.206546783447266
2015-03-12,27.69841194152832
2015-03-13,27.50701141357422
2015-03-16,27.80970001220703
2015-03-17,28.274860382080078
2015-03-18,28.593137741088867
2015-03-19,28.377235412597656
2015-03-20,28.021133422851562
2015-03-23,28.312694549560547
2015-03-24,28.196962356567383
2015-03-25,27.46027183532715
2015-03-26,27.65167808532715
2015-03-27,27.431333541870117
2015-03-30,28.125747680664062
2015-03-31,27.693967819213867
2015-04-01,27.65389633178711
2015-04-02,27.892045974731445
2015-04-06,28.3438663482666
2015-04-07,28.045621871948242
2015-04-08,27.954368591308594
2015-04-09,28.168025970458984
2015-04-10,28.288217544555664
2015-04-13,28.23257064819336
2015-04-14,28.11016273498535
2015-04-15,28.216997146606445
2015-04-16,28.08122444152832
2015-04-17,27.765180587768555
2015-04-20,28.399497985839844
2015-04-21,28.24593162536621
2015-04-22,28.626522064208984
2015-04-23,28.86020278930664
2015-04-24,28.9959774017334
2015-04-27,29.523452758789062
2015-04-28,29.058300018310547
2015-04-29,28.63096046447754
2015-04-30,27.854209899902344
2015-05-01,28.69996452331543
2015-05-04,28.64432716369629
2015-05-05,27.99888038635254
2015-05-06,27.823055267333984
2015-05-07,27.995145797729492
2015-05-08,28.522602081298828
2015-05-11,28.23204803466797
2015-05-12,28.13147735595703
2015-05-13,28.162763595581055
2015-05-14,28.819849014282227
2015-05-15,28.779617309570312
2015-05-18,29.096981048583984
2015-05-19,29.070159912109375
2015-05-20,29.067920684814453
2015-05-21,29.365169525146484
2015-05-22,29.622190475463867
2015-05-26,28.969585418701172
2015-05-27,29.510454177856445
2015-05-28,29.45233726501465
2015-05-29,29.117097854614258
2015-06-01,29.175207138061523
2015-06-02,29.04557991027832
2015-06-03,29.081340789794922
2015-06-04,28.911479949951172
2015-06-05,28.7528018951416
2015-06-08,28.562822341918945
2015-06-09,28.477890014648438
2015-06-10,28.804203033447266
2015-06-11,28.73938751220703
2015-06-12,28.42202377319336
2015-06-15,28.36614990234375
2015-06-16,28.518131256103516
2015-06-17,28.451078414916992
2015-06-18,28.580705642700195
2015-06-19,28.294635772705078
2015-06-22,28.520362854003906
2015-06-23,28.39073944091797
2015-06-24,28.632110595703125
2015-06-25,28.495771408081055
2015-06-26,28.32815933227539
2015-06-29,27.832000732421875
2015-06-30,28.033138275146484
2015-07-01,28.294635772705078
2015-07-02,28.25887680053711
2015-07-06,28.160531997680664
2015-07-07,28.09124755859375
2015-07-08,27.393939971923828
2015-07-09,26.83519744873047
2015-07-10,27.55262565612793
2015-07-13,28.08453941345215
2015-07-14,28.073368072509766
2015-07-15,28.34380340576172
2015-07-16,28.721511840820312
2015-07-17,28.969585418701172
2015-07-20,29.51715660095215
2015-07-21,29.22214126586914
2015-07-22,27.9862060546875
2015-07-23,27.972793579101562
2015-07-24,27.82529067993164
2015-07-27,27.438640594482422
2015-07-28,27.574970245361328
2015-07-29,27.487804412841797
2015-07-30,27.3492374420166
2015-07-31,27.110095977783203
2015-08-03,26.470903396606445
2015-08-04,25.621610641479492
2015-08-05,25.79146957397461
2015-08-06,25.847597122192383
2015-08-07,25.935155868530273
2015-08-10,26.878089904785156
2015-08-11,25.479408264160156
2015-08-12,25.872291564941406
2015-08-13,25.852083206176758
2015-08-14,26.033939361572266
2015-08-17,26.3033504486084
2015-08-18,26.15517234802246
2015-08-19,25.820659637451172
2015-08-20,25.29081916809082
2015-08-21,23.743959426879883
2015-08-24,23.15125274658203
2015-08-25,23.290451049804688
2015-08-26,24.626272201538086
2015-08-27,25.351438522338867
2015-08-28,25.43450164794922
2015-08-31,25.31551742553711
2015-09-01,24.183996200561523
2015-09-02,25.22121810913086
2015-09-03,24.778942108154297
2015-09-04,24.531982421875
2015-09-08,25.214481353759766
2015-09-09,24.729543685913086
2015-09-10,25.27285385131836
2015-09-11,25.641050338745117
2015-09-14,25.88800621032715
2015-09-15,26.105785369873047
2015-09-16,26.134971618652344
2015-09-17,25.57594108581543
2015-09-18,25.470420837402344
2015-09-21,25.86556053161621
2015-09-22,25.459199905395508
2015-09-23,25.66574478149414
2015-09-24,25.81841468811035
2015-09-25,25.753307342529297
2015-09-28,25.243671417236328
2015-09-29,24.48483657836914
2015-09-30,24.763229370117188
2015-10-01,24.60158348083496
2015-10-02,24.78118324279785
2015-10-05,24.870983123779297
2015-10-06,24.98997688293457
2015-10-07,24.870983123779297
2015-10-08,24.583620071411133
2015-10-09,25.17182731628418
2015-10-12,25.055086135864258
2015-10-13,25.097740173339844
2015-10-14,24.74301528930664
2015-10-15,25.113452911376953
2015-10-16,24.929357528686523
2015-10-19,25.084274291992188
2015-10-20,25.542272567749023
2015-10-21,25.540023803710938
2015-10-22,25.930665969848633
2015-10-23,26.73440170288086
2015-10-26,25.881271362304688
2015-10-27,25.71738052368164
2015-10-28,26.777061462402344
2015-10-29,27.059938430786133
2015-10-30,26.82870101928711
2015-11-02,27.205869674682617
2015-11-03,27.51793670654297
2015-11-04,27.38996696472168
2015-11-05,27.26369857788086
2015-11-06,27.29527473449707
2015-11-09,27.184789657592773
2015-11-10,26.328004837036133
2015-11-11,26.1792049407959
2015-11-12,26.091272354125977
2015-11-13,25.329181671142578
2015-11-16,25.744054794311523
2015-11-17,25.633562088012695
2015-11-18,26.445249557495117
2015-11-19,26.781200408935547
2015-11-20,26.89844512939453
2015-11-23,26.548965454101562
2015-11-24,26.803749084472656
2015-11-25,26.61210060119629
2015-11-27,26.56249237060547
2015-11-30,26.672977447509766
2015-12-01,26.456525802612305
2015-12-02,26.21752166748047
2015-12-03,25.97402000427246
2015-12-04,26.837568283081055
2015-12-07,26.6684627532959
2015-12-08,26.657197952270508
2015-12-09,26.0687198638916
2015-12-10,26.19272804260254
2015-12-11,25.518573760986328
2015-12-14,25.360748291015625
2015-12-15,24.912065505981445
2015-12-16,25.103710174560547
2015-12-17,24.57160186767578
2015-12-18,23.906476974487305
2015-12-21,24.1995849609375
2015-12-22,24.177030563354492
2015-12-23,24.488178253173828
2015-12-24,24.35740852355957
2015-12-28,24.084590911865234
2015-12-29,24.51749038696289
2015-12-30,24.197328567504883
2015-12-31,23.732866287231445
2016-01-04,23.75315284729004
2016-01-05,23.15790557861328
2016-01-06,22.7047176361084
2016-01-07,21.746475219726562
2016-01-08,21.861467361450195
2016-01-11,22.2154541015625
2016-01-12,22.53787612915039
2016-01-13,21.95842170715332
2016-01-14,22.43866539001465
2016-01-15,21.89979362487793
2016-01-19,21.7938289642334
2016-01-20,21.82314109802246
2016-01-21,21.712657928466797
2016-01-22,22.8670597076416
2016-01-25,22.42062759399414
2016-01-26,22.544635772705078
2016-01-27,21.06330680847168
2016-01-28,21.214372634887695
2016-01-29,21.94715118408203
2016-02-01,21.741971969604492
2016-02-02,21.30230140686035
2016-02-03,21.723934173583984
2016-02-04,21.898483276367188
2016-02-05,21.31361961364746
2016-02-08,21.538040161132812
2016-02-09,21.53350830078125
2016-02-10,21.370288848876953
2016-02-11,21.24107551574707
2016-02-12,21.306806564331055
2016-02-16,21.907550811767578
2016-02-17,22.243057250976562
2016-02-18,21.821409225463867
2016-02-19,21.77153778076172
2016-02-22,21.961957931518555
2016-02-23,21.465496063232422
2016-02-24,21.785133361816406
2016-02-25,21.934755325317383
2016-02-26,21.968761444091797
2016-02-29,21.918886184692383
